userId,movieId,rating,timestamp
4,1265,4.0,964622684
4,1291,4.0,964538763
4,1580,3.0,986935244
4,1732,4.0,945079889
4,1907,3.0,964540505
4,1923,3.0,986934870
4,2174,5.0,964539855
4,2571,1.0,945173385
4,2628,1.0,986848894
4,2762,4.0,964539986
4,2858,5.0,964539140
4,2959,2.0,945078528
4,4226,2.0,1007569424
4,4308,1.0,1007569465
4,4896,4.0,1007574532
5,1,4.0,847434962
5,50,4.0,847434881
5,110,4.0,847434880
5,150,3.0,847434748
5,153,3.0,847434802
5,253,3.0,847435292
5,296,5.0,847434748
5,318,3.0,847434880
5,364,3.0,847434882
5,367,4.0,847435129
5,457,4.0,847434801
5,527,5.0,847434960
5,588,4.0,847434801
5,589,3.0,847435258
5,594,5.0,847435238
6,10,3.0,845553253
6,47,4.0,845553317
6,50,1.0,845553381
6,110,5.0,845553283
6,150,4.0,845553110
6,153,3.0,845553146
6,165,3.0,845553146
6,253,3.0,845553283
6,296,2.0,845553110
6,318,5.0,845553200
6,356,5.0,845553200
6,364,5.0,845553317
6,367,4.0,845553317
6,377,5.0,845553317
6,457,5.0,845553174
6,527,3.0,845553426
6,588,5.0,845553146
6,589,3.0,845553317
6,594,4.0,845553819
6,780,5.0,845556915
7,1,4.5,1106635946
7,50,4.5,1106635993
7,150,4.5,1106635925
7,165,4.0,1106635987
7,260,5.0,1106635933
7,356,5.0,1106635915
7,588,3.0,1106635971
7,589,2.5,1106635940
7,648,4.0,1106635981
7,780,4.5,1106635943
7,920,3.0,1106635685
7,924,4.0,1106712615
7,1101,4.0,1106635502
7,1196,4.0,1106635996
7,1208,4.0,1106635462
7,1219,5.0,1106635496
7,1240,5.0,1106712575
7,1246,1.5,1106635678
7,1270,5.0,1106635681
7,1584,5.0,1106635423
7,1682,3.0,1106635653
7,1917,4.0,1106635484
7,1923,1.5,1106635444
7,1954,4.5,1106635657
7,2628,1.5,1106712553
7,2640,3.0,1106635540
7,2762,4.5,1106635648
7,2858,4.0,1106712546
7,3114,4.5,1106635500
7,3578,1.5,1106636534
7,3623,1.0,1106712541
7,4306,4.0,1106635524
7,4643,1.0,1106635749
7,4886,4.0,1106636531
7,4896,4.0,1106636718
7,4963,4.0,1106636702
7,4993,4.5,1106636589
7,4995,4.5,1106636610
7,5218,3.5,1106712866
7,5349,3.5,1106636606
7,5445,4.0,1106636707
7,5459,3.0,1106712820
7,5464,3.0,1106636612
7,5618,5.0,1106713586
7,5816,4.5,1106635705
7,5952,4.5,1106636527
7,5989,4.0,1106636600
7,6365,4.0,1106712831
7,6539,4.5,1106636584
7,6934,2.0,1106712812
7,7143,4.5,1106636579
7,7153,4.0,1106636520
7,8368,2.5,1106636592
7,8665,3.5,1108602755
7,8957,4.0,1106636098
7,8961,4.0,1106636064
7,8972,2.5,1111552650
7,8984,4.0,1106636101
7,32587,3.5,1128486479
7,33794,2.0,1121041002
7,34048,3.0,1121041015
7,45517,4.5,1157066190
7,46530,1.0,1157949732
7,48516,1.0,1169687318
7,49272,4.5,1165876367
8,10,2.0,839463509
8,47,4.0,839463546
8,50,5.0,839463644
8,110,3.0,839463527
8,150,4.0,839463422
8,153,2.0,839463451
8,253,5.0,839463509
8,296,4.0,839463422
8,318,5.0,839463489
8,356,3.0,839463527
8,364,5.0,839463546
8,367,3.0,839463564
8,377,4.0,839463644
8,457,3.0,839463489
8,527,5.0,839463728
9,1198,5.0,1044656716
9,1270,5.0,1044657088
9,2023,3.0,1044656650
9,4993,5.0,1044657051
9,5218,4.0,1044656811
9,5445,4.0,1044656792
9,5872,3.0,1044656962
9,5952,5.0,1044656908
10,296,1.0,1455303387
10,356,3.5,1455301685
10,588,4.0,1455306173
10,1028,0.5,1455306152
10,1907,4.0,1455306183
10,2571,0.5,1455356378
10,2762,0.5,1455356388
10,2858,1.0,1455356578
10,2959,0.5,1455356582
10,3578,4.0,1455356591
10,4306,4.5,1455356595
10,4993,4.0,1455356385
10,4995,4.0,1455301798
10,5952,4.0,1455356588
10,6377,3.5,1455306101
10,7153,4.0,1455356347
10,7293,3.5,1455402085
10,7458,5.0,1455356656
10,8529,3.5,1455398107
10,8533,5.0,1455301847
10,8665,3.5,1455356327
10,8961,2.5,1455302401
10,33794,5.0,1455302031
10,47099,3.0,1455401876
10,49272,5.0,1455302162
10,51662,3.0,1455356357
10,58559,4.5,1455302113
10,63113,3.5,1455302183
10,63992,4.5,1455356863
10,68954,4.0,1455304158
10,69844,3.0,1455399200
10,72407,3.0,1455356987
10,72737,3.5,1455398131
10,72998,2.5,1455356351
10,73017,3.0,1455356691
10,78772,3.0,1455356988
10,79091,5.0,1455306124
10,81845,5.0,1455302591
10,81847,3.5,1455399313
10,87222,3.5,1455306257
10,91529,5.0,1455302120
10,95167,4.0,1455398177
10,95510,3.0,1455398127
10,95543,3.5,1455399376
10,96079,5.0,1455302172
10,97938,1.0,1455398105
10,98203,3.0,1455356994
10,103335,4.0,1455398111
10,104374,4.0,1455357653
10,106489,3.5,1455357076
10,106696,4.5,1455306204
10,106782,1.0,1455398089
10,109374,0.5,1455302315
10,109487,0.5,1455398092
10,136020,5.0,1455302192
10,140110,5.0,1455356776
11,10,3.0,902154316
11,110,5.0,902154266
11,150,5.0,902154266
11,153,3.0,902154593
11,165,3.0,902154567
11,318,4.0,902155070
11,356,5.0,901200263
11,377,3.0,902154431
11,457,5.0,902154316
11,589,4.0,902154266
11,648,4.0,902154514
11,733,4.0,902154431
11,780,4.0,902154487
11,1101,5.0,901200233
11,1370,3.0,902154383
11,1584,5.0,902155136
11,1721,5.0,902154989
11,1917,4.0,901200037
11,1923,4.0,904510428
11,2028,5.0,902153951
12,920,4.5,1247264114
12,1265,3.5,1247264118
12,1721,5.0,1247264463
12,2572,5.0,1247263689
12,8533,5.0,1247264151
12,63992,5.0,1247264457
13,47,5.0,987895819
13,1198,5.0,987456848
13,1721,4.0,987456818
13,2174,3.0,987456818
13,2571,5.0,987457007
13,3578,5.0,987895902
13,3717,3.0,987895952
13,4011,5.0,987895651
14,47,5.0,835441133
14,110,5.0,835441107
14,150,4.0,835440977
14,153,2.0,835441012
14,296,3.0,835440978
14,318,3.0,835441042
14,356,4.0,835441239
14,367,1.0,835441210
14,377,3.0,835441328
14,527,3.0,835441371
15,1,2.5,1510577970
15,47,3.5,1510571970
15,260,5.0,1510571946
15,296,4.0,1510571877
15,318,5.0,1510571866
15,356,5.0,1510571873
15,364,3.0,1510577958
15,527,5.0,1510571982
15,588,3.0,1510577985
15,589,5.0,1510572012
15,780,3.5,1510572881
15,858,4.0,1510571941
15,1196,5.0,1510572645
15,1198,4.0,1510571989
15,1200,5.0,1510572775
15,1214,5.0,1510572684
15,1240,4.0,1510572646
15,1265,3.5,1510572001
15,1270,5.0,1510571953
15,1527,3.0,1510572660
15,1653,4.5,1510572798
15,2028,3.5,1510571984
15,2329,4.5,1510572005
15,2571,4.0,1510571744
15,2762,3.0,1510571764
15,2858,4.0,1510571751
15,2959,2.5,1510571747
15,3147,5.0,1510571797
15,3578,5.0,1510571768
15,4022,3.5,1510572048
15,4226,1.5,1510571774
15,4306,3.0,1510577965
15,4886,3.5,1510577956
15,4993,3.5,1510571754
15,4995,5.0,1510571789
15,5445,4.0,1510571793
15,5618,3.0,1510578001
15,5952,3.5,1510571759
15,5989,5.0,1510571938
15,6377,3.0,1510577979
15,6874,3.0,1510572077
15,7254,3.5,1510572802
15,7438,3.0,1510572163
15,8644,3.5,1510572823
15,8961,2.5,1510577973
15,48780,4.5,1510572075
15,50872,3.0,1510577962
15,56174,3.5,1510572810
15,58559,2.0,1510571886
15,59315,2.0,1510572096
15,60069,3.5,1510577951
15,64614,4.0,1510572137
15,68954,3.5,1510577953
15,70286,3.5,1510572656
15,71057,4.0,1510578034
15,72998,3.0,1510572052
15,79132,3.5,1510571930
15,85414,3.5,1510572833
15,89745,2.0,1510572842
15,91500,3.0,1510573214
15,91529,2.0,1510571987
15,94864,3.0,1510572894
15,97938,4.0,1510572473
15,99114,1.0,1510571958
15,101864,4.0,1510572902
15,103249,3.5,1510573234
15,104841,4.5,1510572095
15,105504,4.0,1510572616
15,109374,2.0,1510572056
15,109487,4.0,1510571878
15,110102,1.5,1510573153
15,111759,4.5,1510572026
15,112556,4.5,1510572466
15,112852,1.5,1510571973
15,115713,2.0,1510572009
15,120466,2.5,1510573154
15,122882,2.0,1510572126
15,122904,2.0,1510571949
15,122924,1.0,1510573305
15,134130,4.0,1510571883
15,134853,4.5,1510572481
15,143385,3.0,1510572581
15,152077,5.0,1510572535
15,158872,3.5,1510578028
16,47,3.5,1377477814
16,50,4.0,1377476781
16,111,4.5,1377477446
16,260,3.0,1377476936
16,296,3.0,1377477302
16,318,4.0,1377476766
16,356,3.5,1377477951
16,527,4.0,1377476787
16,541,4.5,1377477340
16,858,2.5,1377476772
16,1089,4.0,1377477608
16,1136,4.0,1377476972
16,1193,4.0,1377476813
16,1196,3.0,1377476993
16,1198,3.5,1377476852
16,1201,3.0,1377477410
16,1203,4.0,1377476856
16,1208,4.0,1377477450
16,1213,3.5,1377476956
16,1214,4.0,1377477839
16,1219,3.0,1377477594
16,2329,3.5,1377477278
16,2571,3.5,1377476921
16,2762,3.5,1377477612
16,2858,3.5,1377476998
16,2959,3.5,1377476874
16,3000,4.0,1377477521
16,4011,3.0,1377477891
16,4226,4.5,1377476925
16,4878,3.5,1377477936
16,4973,4.0,1377476860
16,4993,3.5,1377477289
16,5618,4.5,1377476877
16,5952,3.5,1377477424
16,7153,3.5,1377477293
16,7361,3.5,1377477402
16,27773,4.0,1377477507
16,48394,4.0,1377477809
16,58559,4.5,1377476817
16,60069,4.0,1377477834
16,68954,4.0,1377477654
16,78499,4.5,1377477830
16,79132,3.0,1377476916
16,91529,4.5,1377477940
17,1,4.5,1305696483
17,47,4.0,1307262715
17,50,4.5,1305697013
17,110,4.5,1305696470
17,111,4.0,1326943208
17,150,3.5,1305696497
17,260,5.0,1305696468
17,296,5.0,1305696455
17,318,5.0,1305696465
17,356,5.0,1305696457
17,527,4.5,1305696664
17,541,3.5,1322628857
17,589,4.5,1305696475
17,780,4.0,1305696486
17,858,5.0,1305696683
17,1036,4.0,1305696741
17,1089,4.0,1307262280
17,1090,4.5,1322629080
17,1193,4.5,1305696771
17,1196,5.0,1305696635
17,1198,4.5,1305696619
17,1201,5.0,1305696878
17,1209,3.5,1307262267
17,1213,4.5,1305696699
17,1221,4.5,1305696752
17,1240,5.0,1305696931
17,1258,4.0,1322628838
17,1259,4.0,1305696786
17,1270,4.5,1305696846
17,1291,4.0,1305696691
17,1732,5.0,1322629209
17,2028,4.5,1305696726
17,2329,4.5,1305696670
17,2571,5.0,1305696756
17,2762,4.0,1305696835
17,2858,4.0,1322628761
17,2959,4.5,1305696867
17,3147,4.5,1322629233
17,4226,4.0,1305696762
17,4993,4.5,1305696817
17,5618,5.0,1322628751
17,5952,5.0,1305696823
17,7153,4.5,1305696820
17,27773,4.0,1322628790
17,31658,4.5,1322629178
17,33794,4.0,1305696851
17,48394,4.5,1322629142
17,48516,4.0,1305696748
17,58559,4.5,1305696675
17,60069,3.5,1305696839
17,68157,4.0,1305696894
17,68358,4.5,1322629267
17,78499,4.0,1305696624
17,79132,4.5,1305696716
17,80463,4.0,1305696734
17,82459,4.0,1305696644
18,1,3.5,1455209816
18,47,4.5,1455050013
18,50,5.0,1455049343
18,70,3.5,1455735732
18,110,4.5,1455050170
18,111,4.0,1458516249
18,165,4.0,1455209902
18,260,4.0,1455049368
18,296,4.0,1455050745
18,318,5.0,1455049328
18,356,4.5,1455050112
18,364,3.0,1455209887
18,367,2.5,1455618093
18,377,2.5,1455209879
18,457,3.5,1477432493
18,527,4.5,1455050006
18,541,4.0,1456745325
18,588,3.5,1455209912
18,589,4.5,1455209793
18,648,3.0,1455209873
18,778,4.5,1455050179
18,780,4.0,1455209824
18,858,4.0,1455050024
18,919,4.0,1455748544
18,924,4.0,1458516291
18,1036,4.0,1455618103
18,1089,4.0,1455051391
18,1136,4.5,1455210625
18,1193,4.5,1517686025
18,1196,4.0,1455209805
18,1198,4.0,1455049377
18,1201,5.0,1455051405
18,1203,5.0,1455050107
18,1208,3.5,1455051397
18,1209,5.0,1455050528
18,1213,4.5,1455050000
18,1214,4.0,1455050629
18,1219,4.5,1455050177
18,1221,5.0,1460242083
18,1227,4.5,1485097725
18,1240,4.0,1455618100
18,1246,4.0,1455618445
18,1270,4.0,1455748627
18,1291,4.0,1455059809
18,1370,3.5,1455748921
18,1527,3.5,1455050095
18,1580,3.5,1455748435
18,1625,3.5,1476823531
18,1653,3.5,1455748777
18,1676,3.5,1455735650
18,1682,3.0,1455231395
18,1721,4.0,1455748443
18,1732,4.5,1456958438
18,1917,3.0,1455748548
18,1954,4.0,1455749673
18,1961,4.0,1455050512
18,2028,4.0,1455209855
18,2115,4.0,1455748562
18,2329,4.0,1455209651
18,2571,4.5,1455209654
18,2706,3.5,1455231410
18,2762,4.5,1455209891
18,2953,3.0,1456875367
18,2959,4.5,1455049351
18,3147,4.0,1455231412
18,3578,4.5,1455209857
18,4011,4.5,1456958432
18,4226,4.5,1455231390
18,4262,4.0,1456772015
18,4306,4.0,1455209697
18,4643,3.0,1456395471
18,4886,4.0,1455209685
18,4896,3.5,1456923934
18,4963,4.0,1455209694
18,4973,4.0,1455209683
18,4993,4.5,1455209675
18,4995,4.5,1455209718
18,5218,4.0,1455209763
18,5266,3.5,1455050827
18,5349,4.0,1456923908
18,5418,4.0,1455749029
18,5445,4.0,1455209691
18,5459,2.5,1455050758
18,5464,4.0,1458669462
18,5816,3.5,1456923936
18,5952,3.5,1455209677
18,5989,4.0,1455209729
18,5995,4.5,1455735416
18,6365,3.5,1455750315
18,6373,3.5,1455049753
18,6377,4.0,1455049810
18,6378,3.0,1455049758
18,6539,4.5,1455049808
18,6874,3.5,1455049814
18,6934,3.0,1455750324
18,7153,4.5,1455049801
18,7254,4.5,1455049744
18,7293,3.0,1455050834
18,7361,4.0,1456924036
18,7438,3.5,1455654949
18,8368,3.5,1456923938
18,8644,3.5,1455049735
18,8665,4.0,1455749019
18,8957,3.5,1455050859
18,8961,3.5,1455209724
18,8984,3.0,1455049865
18,27773,3.5,1455050621
18,30793,4.0,1455050800
18,32587,3.5,1455654945
18,33004,3.0,1455050852
18,33615,3.5,1455655026
18,33794,4.5,1455050618
18,44022,3.5,1455749359
18,44191,4.5,1455050089
18,45517,3.5,1455232017
18,45722,4.0,1455049739
18,47200,3.0,1455655111
18,48394,4.0,1455049848
18,48516,4.5,1455049826
18,48780,4.5,1456958431
18,50872,3.5,1455059813
18,51540,4.5,1455821297
18,51662,3.5,1455049725
18,53125,3.5,1455231338
18,53464,2.5,1455655099
18,53972,3.0,1455232038
18,57640,3.5,1455749376
18,58559,4.0,1455049372
18,59315,4.0,1455618310
18,59615,2.5,1455231357
18,59784,4.0,1455749175
18,60040,3.5,1455529605
18,60074,2.5,1455749302
18,60684,3.5,1455749277
18,64614,3.5,1455059693
18,64957,3.5,1455821116
18,68157,3.5,1455059756
18,68358,3.5,1455231723
18,68954,4.0,1455749241
18,69122,3.0,1455529969
18,70286,3.5,1455749255
18,72998,4.0,1455749238
18,73017,4.5,1455749266
18,74458,4.5,1455050015
18,74789,3.5,1455051099
18,77561,4.0,1455051202
18,78499,4.0,1456744760
18,79132,4.5,1455050059
18,79293,3.0,1478366123
18,79695,3.5,1455750029
18,85414,3.5,1478641446
18,86332,3.5,1455051197
18,86880,3.0,1455231363
18,88129,3.0,1455051194
18,88140,4.0,1455051109
18,89745,4.0,1455050365
18,91485,3.5,1489780980
18,91500,4.0,1455051164
18,91529,4.0,1455050185
18,91542,4.0,1455051101
18,95441,2.5,1456750781
18,97752,3.5,1455617979
18,97938,3.0,1455051126
18,98809,4.0,1455051180
18,99114,4.0,1455051144
18,102125,3.5,1457382480
18,102445,4.0,1455051113
18,102903,4.0,1513369638
18,103253,3.5,1478381466
18,104879,3.0,1456770932
18,106072,3.5,1478366140
18,106487,4.0,1455051107
18,106489,3.5,1455051122
18,106782,3.0,1471043729
18,109374,4.0,1455735216
18,109487,4.5,1455050087
18,110102,3.5,1457382469
18,111362,4.0,1455050010
18,111759,3.5,1456744991
18,112183,3.5,1466968168
18,112552,4.5,1455664748
18,112852,4.5,1455618433
18,115713,4.5,1455051411
18,116797,4.5,1455050523
18,116823,3.5,1456910057
18,117176,4.0,1473004722
18,122892,3.5,1457382463
18,122900,4.0,1457382458
18,122904,3.5,1460575806
18,122920,3.0,1468354075
18,122924,4.0,1469816977
18,134130,4.5,1456693665
18,134853,3.5,1469994968
18,135569,3.5,1477849300
18,139385,3.5,1473351954
18,148626,4.0,1484169587
18,159093,3.5,1513378355
18,160438,3.0,1473361651
19,1,4.0,965705637
19,10,2.0,965709556
19,47,3.0,965710720
19,48,1.0,965709172
19,70,2.0,965704974
19,153,2.0,965707889
19,165,3.0,965711413
19,253,3.0,965704952
19,260,4.0,965704248
19,356,2.0,965706045
19,364,3.0,965709102
19,367,4.0,965704281
19,377,4.0,965711156
19,457,4.0,965710781
19,541,4.0,965703555
19,588,3.0,965706337
19,589,5.0,965710720
19,648,3.0,965709656
19,733,3.0,965709534
19,924,3.0,965712377
19,1028,2.0,965706092
19,1089,3.0,965710671
19,1097,5.0,965709282
19,1136,3.0,965705588
19,1193,4.0,965702660
19,1196,4.0,965703555
19,1198,5.0,965709394
19,1200,3.0,965710693
19,1214,4.0,965703555
19,1219,4.0,965704863
19,1240,4.0,965703605
19,1258,2.0,965704863
19,1259,3.0,965705725
19,1265,4.0,965705677
19,1270,4.0,965703583
19,1291,5.0,965709426
19,1377,3.0,965706683
19,1380,3.0,965706839
19,1527,5.0,965703811
19,1562,1.0,965710092
19,1580,2.0,965703698
19,1584,3.0,965703628
19,1625,4.0,965710871
19,1653,4.0,965703628
19,1676,2.0,965709622
19,1732,3.0,965705896
19,1907,3.0,965709025
19,1917,2.0,965703973
19,1923,4.0,965705784
19,2115,3.0,965709534
19,2174,4.0,965704248
19,2355,3.0,965705896
19,2571,4.0,965703605
19,2572,3.0,965706365
19,2628,3.0,965703756
19,2640,3.0,965703674
19,2706,3.0,965706636
19,2762,4.0,965710565
19,2858,4.0,965702994
19,2953,3.0,965708360
19,2959,5.0,965703109
19,3114,2.0,965705725
19,3471,4.0,965703583
19,3578,3.0,965703221
19,3623,2.0,965702805
19,3717,2.0,965702842
20,48,5.0,1054038357
20,364,5.0,1054038067
20,588,5.0,1054038059
20,594,5.0,1054038083
20,919,5.0,1054038078
20,1028,4.5,1054038076
20,1097,5.0,1054038065
20,1380,5.0,1054147442
20,1907,5.0,1054038097
20,2161,4.5,1054038165
20,2355,4.0,1054038063
20,2761,4.5,1054038106
20,3114,5.0,1054038084
20,3578,4.5,1054037169
20,3623,3.0,1054147285
20,4016,4.5,1054037249
20,4022,3.5,1054036206
20,4226,3.5,1054037196
20,4306,5.0,1054037117
20,4308,3.5,1054037213
20,4366,1.5,1054038539
20,4643,3.0,1054147258
20,4776,3.5,1054037390
20,4886,4.0,1054037089
20,4896,4.5,1054037243
20,4993,5.0,1054037162
20,4995,5.0,1054037101
20,5218,5.0,1054037258
20,5254,3.0,1054147243
20,5349,3.0,1054037241
20,5418,3.0,1054037279
20,5445,4.5,1054037115
20,5618,5.0,1054037190
20,5816,4.5,1054037077
20,5952,5.0,1054037144
20,5989,4.5,1054037112
20,6365,4.0,1054147167
21,1,3.5,1407618878
21,10,5.0,1403459783
21,48,3.0,1376822924
21,165,3.5,1418846918
21,260,4.5,1417378080
21,296,3.5,1500701533
21,356,4.5,1407617845
21,364,4.0,1418063557
21,367,3.0,1407617838
21,541,3.5,1452052129
21,588,4.0,1407618992
21,589,3.5,1418846818
21,648,4.5,1403637454
21,733,3.5,1412967983
21,780,3.5,1452052029
21,858,2.5,1376823648
21,1036,3.5,1418063296
21,1196,4.5,1403460820
21,1198,4.0,1417378082
21,1200,2.0,1419795311
21,1214,1.5,1419795364
21,1221,2.5,1428775441
21,1240,3.5,1436989924
21,1265,3.5,1428775428
21,1270,5.0,1407617830
21,1291,4.0,1417378089
21,1370,3.5,1418063292
21,1527,2.5,1403460635
21,1580,4.5,1407617833
21,1721,3.5,1418846922
21,2023,2.5,1428775446
21,2115,4.0,1403460900
21,2174,1.0,1500701981
21,2288,0.5,1441826867
21,2355,3.0,1441826921
21,2403,2.5,1441393000
21,2571,4.0,1412967844
21,2628,4.0,1418063222
21,2706,5.0,1376823724
21,2762,0.5,1403460436
21,2858,2.0,1441392960
21,2947,4.5,1403460424
21,2949,4.5,1403460427
21,2953,3.0,1500701906
21,2959,2.0,1441392954
21,3000,0.5,1441393015
21,3114,3.5,1419795374
21,3578,2.5,1436989941
21,3623,4.0,1376823417
21,4306,4.0,1418932197
21,4886,3.5,1418932236
21,4896,4.0,1418932147
21,4963,4.5,1403460880
21,4973,3.0,1403460991
21,4993,1.5,1419025153
21,5218,4.0,1407617661
21,5254,3.0,1452052112
21,5266,1.0,1468113551
21,5349,3.0,1441826946
21,5418,4.0,1412967834
21,5445,4.5,1418932153
21,5459,4.5,1376823441
21,5816,4.0,1418932149
21,5872,5.0,1376822796
21,5952,2.0,1419025155
21,5989,3.5,1421521738
21,6365,3.5,1418063571
21,6373,3.0,1403459840
21,6539,4.0,1419795351
21,6874,1.5,1468113479
21,6934,4.0,1403459862
21,7143,4.0,1412967530
21,7153,1.5,1419025150
21,7438,1.5,1468113476
21,8368,4.0,1412968057
21,8529,4.5,1407617755
21,8644,4.0,1418063518
21,8665,4.0,1407617301
21,8961,3.5,1441393027
21,8972,4.0,1421521732
21,8984,4.5,1403459871
21,30793,3.5,1500701995
21,32587,3.0,1468113492
21,33004,4.5,1419025243
21,33615,4.0,1413055282
21,33794,3.5,1441826836
21,34048,3.5,1468113413
21,40815,4.0,1403460886
21,41566,3.0,1468113305
21,44022,3.5,1427558491
21,44191,2.5,1418932060
21,45186,3.5,1423422539
21,46972,3.5,1419794505
21,49272,4.0,1418063254
21,50872,3.5,1452051990
21,51662,3.5,1452052044
21,53125,4.0,1427558171
21,53972,3.0,1403460418
21,57640,3.0,1441826928
21,58559,3.5,1376823495
21,58998,4.5,1441393230
21,59315,4.0,1418063513
21,59369,3.0,1419025209
21,59615,4.0,1421521751
21,59784,3.5,1412967541
21,60074,3.5,1423422271
21,63082,3.5,1468113389
21,63113,3.5,1423422268
21,68791,3.5,1468113374
21,68793,3.5,1419794523
21,68954,4.5,1407617748
21,69122,3.5,1500701830
21,69644,4.0,1419025406
21,69844,4.0,1412967862
21,70286,3.5,1441826981
21,72998,4.0,1418847046
21,73017,2.5,1419795394
21,74789,2.5,1423422284
21,76093,3.5,1419795323
21,77561,4.0,1418847003
21,78499,4.0,1412968153
21,79132,3.5,1441393020
21,79293,3.5,1452052079
21,80463,3.0,1419025199
21,81564,2.5,1419794453
21,81591,1.0,1418846850
21,81845,3.5,1418846865
21,88140,3.5,1441393049
21,88744,3.0,1441393053
21,89745,4.0,1418063440
21,91500,3.5,1419795371
21,91529,3.5,1418063237
21,91535,3.5,1468113336
21,91630,4.0,1423422327
21,93510,3.0,1468114339
21,94777,4.0,1423422377
21,95167,3.5,1468113332
21,95441,3.5,1419794434
21,95510,3.5,1441826957
21,96079,4.0,1419795339
21,97913,2.0,1468114333
21,97938,3.5,1376823135
21,99114,3.5,1441826975
21,101864,4.5,1427558933
21,102125,3.5,1441393005
21,103141,4.0,1418932178
21,103228,3.5,1403460734
21,103253,3.0,1403460742
21,103335,4.0,1403460687
21,103384,4.0,1403460773
21,104211,4.0,1403460713
21,104374,3.5,1403460501
21,104841,4.0,1403460671
21,105844,2.0,1403460491
21,106072,3.5,1403461833
21,106487,4.0,1403460683
21,106489,3.0,1418846905
21,106696,4.0,1403460685
21,106782,3.0,1403459964
21,106916,3.0,1403460691
21,106920,2.5,1418846877
21,108190,3.5,1500701759
21,108932,1.0,1468113609
21,108945,3.0,1403461870
21,109374,3.5,1403460482
21,109487,3.0,1423422297
21,110102,3.5,1407619805
21,110553,3.0,1468113465
21,111362,3.5,1412967458
21,111759,4.5,1403460346
21,111781,4.5,1439751899
21,112138,3.5,1500701849
21,112175,3.5,1418063384
21,112852,4.0,1412967449
21,114180,3.5,1468113309
21,115617,4.0,1441393075
21,116797,2.5,1423422308
21,116823,3.5,1452051997
21,117529,4.0,1468113298
21,117590,3.5,1419794206
21,117851,3.0,1419794218
21,119141,0.5,1419793939
21,119155,3.5,1419794090
21,122882,3.5,1436989603
21,122892,3.5,1441392878
21,122900,3.5,1452052140
21,122904,3.5,1483340695
21,130450,3.0,1452051910
21,133419,3.0,1436989597
21,134393,2.5,1439752061
21,134853,4.0,1441392913
21,135133,3.5,1452051811
21,135536,3.5,1500701506
21,135861,0.5,1436989145
21,135887,4.5,1436989124
21,136016,3.0,1452051788
21,136020,4.0,1452051829
21,138036,3.5,1500701931
21,139642,0.5,1441394002
21,143385,4.0,1452051884
21,160565,1.0,1468113965
22,253,4.0,1268726368
22,318,5.0,1268726193
22,356,5.0,1268726309
22,541,5.0,1268726271
22,858,3.0,1268726337
22,1193,5.0,1268726374
22,2959,3.5,1268726211
22,3578,4.0,1268727393
22,4226,3.0,1268726490
22,4306,3.0,1268727454
22,4878,1.5,1268726600
22,4886,3.5,1268727375
22,4993,1.0,1268726251
22,4995,3.5,1268727353
22,5418,3.5,1268727381
22,5464,2.0,1268727450
22,5816,0.5,1268726358
22,6377,3.5,1268727332
22,6539,2.5,1268727433
22,6874,4.0,1268726782
